YEAR,SERIAL,MONTH,HWTFINL,CPSID,ASECFLAG,HFLAG,ASECWTH,PERNUM,WTFINL,CPSIDV,CPSIDP,ASECWT,AGE,POPSTAT,EMPSTAT,LABFORCE
1994,9,3,,19940302415000,1,,902.12,2,,199403024150021,19940302415002,902.12,36,1,10,2
1994,9,3,,19940302415000,1,,902.12,3,,199403024150031,19940302415003,890.91,11,3,0,0
1994,9,3,,19940302415000,1,,902.12,4,,199403024150041,19940302415004,1022.79,9,3,0,0
1994,9,3,,19940302415000,1,,902.12,5,,199403024150051,19940302415005,842.41,8,3,0,0
1994,10,3,,19940302414900,1,,879.58,1,,199403024149011,19940302414901,879.58,37,1,10,2
1994,11,3,,19940302414800,1,,832.52,1,,199403024148011,19940302414801,832.52,32,1,30,1
1994,11,3,,19940302414800,1,,832.52,2,,199403024148021,19940302414802,953.64,24,1,30,1
1994,12,3,,19940302414700,1,,816.85,1,,199403024147011,19940302414701,816.85,69,1,30,1
1994,12,3,,19940302414700,1,,816.85,2,,199403024147021,19940302414702,816.85,62,1,30,1
1994,14,3,,19940302414500,1,,599.43,1,,199403024145011,19940302414501,599.43,29,1,10,2
1994,14,3,,19940302414500,1,,599.43,2,,199403024145021,19940302414502,599.43,32,1,10,2
1994,15,3,,19940302414400,1,,816.85,1,,199403024144011,19940302414401,816.85,59,1,30,1
1994,15,3,,19940302414400,1,,816.85,2,,199403024144021,19940302414402,816.85,60,1,10,2
1994,16,3,,19940202421600,1,,800.36,1,,199402024216011,19940202421601,800.36,33,1,10,2
1994,16,3,,19940202421600,1,,800.36,2,,199402024216021,19940202421602,871.38,23,1,30,1
1994,16,3,,19940202421600,1,,800.36,3,,199402024216031,19940202421603,830.76,1,3,0,0
1994,17,3,,19930203119900,1,,761.06,1,,199302031199011,19930203119901,761.06,59,1,10,2
1994,17,3,,19930203119900,1,,761.06,2,,199302031199021,19930203119902,761.06,53,1,10,2
1994,19,3,,19930204337700,1,,656.56,1,,199302043377011,19930204337701,656.56,37,1,10,2
1994,19,3,,19930204337700,1,,656.56,2,,199302043377021,19930204337702,656.56,33,1,10,2
1994,20,3,,19940302419900,1,,696.73,1,,199403024199011,19940302419901,696.73,29,1,30,1
1994,20,3,,19940302419900,1,,696.73,2,,199403024199021,19940302419902,794.34,5,3,0,0
1994,22,3,,0,1,,332.45,1,,0,0,332.45,61,1,10,2
1994,22,3,,0,1,,332.45,2,,0,0,332.45,57,1,30,1
1994,22,3,,0,1,,332.45,3,,0,0,414.06,24,1,30,1
1994,23,3,,19930202836300,1,,807.86,1,,199302028363011,19930202836301,807.86,56,1,10,2
1994,23,3,,19930202836300,1,,807.86,2,,199302028363021,19930202836302,807.86,52,1,10,2
1994,24,3,,19940202421200,1,,784.86,1,,199402024212011,19940202421201,784.86,41,1,10,2
1994,24,3,,19940202421200,1,,784.86,2,,199402024212021,19940202421202,784.86,39,1,10,2
1994,24,3,,19940202421200,1,,784.86,3,,199402024212031,19940202421203,829.03,9,3,0,0
1994,24,3,,19940202421200,1,,784.86,4,,199402024212041,19940202421204,888.7,8,3,0,0
1994,25,3,,19930203059500,1,,648.5,1,,199302030595011,19930203059501,648.5,56,1,10,2
1994,25,3,,19930203059500,1,,648.5,2,,199302030595021,19930203059502,648.5,57,1,10,2
1994,27,3,,19930200460800,1,,671.05,1,,199302004608011,19930200460801,671.05,73,1,30,1
1994,28,3,,19930200890700,1,,696.94,1,,199302008907011,19930200890701,696.94,38,1,10,2
1994,28,3,,19930200890700,1,,696.94,2,,199302008907021,19930200890702,696.94,34,1,10,2
1994,28,3,,19930200890700,1,,696.94,3,,199302008907031,19930200890703,873.54,11,3,0,0
1994,28,3,,19930200890700,1,,696.94,4,,199302008907041,19930200890704,852.5,6,3,0,0
1994,29,3,,19930202835800,1,,696.73,1,,199302028358020,19930202835802,696.73,28,1,10,2
1994,30,3,,19930205427300,1,,696.94,1,,199302054273011,19930205427301,696.94,35,1,10,2
1994,30,3,,19930205427300,1,,696.94,2,,199302054273021,19930205427302,696.94,32,1,10,2
1994,30,3,,19930205427300,1,,696.94,3,,199302054273031,19930205427303,944.08,9,3,0,0
1994,30,3,,19930205427300,1,,696.94,4,,199302054273041,19930205427304,935.78,8,3,0,0
1994,32,3,,19930205894600,1,,719.0,1,,199302058946011,19930205894601,719.0,75,1,30,1
1994,33,3,,19930206037200,1,,782.01,1,,199302060372011,19930206037201,782.01,70,1,30,1
1994,34,3,,19930205014300,1,,812.24,1,,199302050143011,19930205014301,812.24,69,1,30,1
1994,34,3,,19930205014300,1,,812.24,2,,199302050143021,19930205014302,812.24,60,1,30,1
1994,34,3,,19930205014300,1,,812.24,3,,199302050143031,19930205014303,1040.57,34,1,10,2
1994,35,3,,19930206228900,1,,780.86,1,,199302062289011,19930206228901,780.86,43,1,10,2
1994,35,3,,19930206228900,1,,780.86,2,,199302062289021,19930206228902,780.86,50,1,30,1
1994,38,3,,19940202422100,1,,871.38,1,,199402024221011,19940202422101,871.38,22,1,10,2
1994,39,3,,19930202140500,1,,756.01,1,,199302021405011,19930202140501,756.01,30,1,10,2
1994,43,3,,19940202415500,1,,995.33,1,,199402024155011,19940202415501,995.33,44,1,10,2
1994,45,3,,19940202414300,1,,1011.58,1,,199402024143011,19940202414301,1011.58,28,1,10,2
1994,45,3,,19940202414300,1,,1011.58,2,,199402024143022,19940202414302,989.54,33,1,10,2
1994,45,3,,19940202414300,1,,1011.58,3,,199402024143031,19940202414303,956.25,8,3,0,0
1994,45,3,,19940202414300,1,,1011.58,4,,199402024143041,19940202414304,1063.44,7,3,0,0
1994,46,3,,19940202414200,1,,1011.58,1,,199402024142011,19940202414201,1011.58,27,1,10,2
1994,48,3,,19940202414000,1,,1010.39,1,,199402024140011,19940202414001,1010.39,40,1,10,2
1994,48,3,,19940202414000,1,,1010.39,2,,199402024140021,19940202414002,1010.39,35,1,10,2
1994,48,3,,19940202414000,1,,1010.39,3,,199402024140031,19940202414003,937.75,6,3,0,0
1994,49,3,,19940202413900,1,,1087.9,1,,199402024139011,19940202413901,1087.9,40,1,10,2
1994,49,3,,19940202413900,1,,1087.9,2,,199402024139021,19940202413902,1087.9,29,1,10,2
1994,49,3,,19940202413900,1,,1087.9,3,,199402024139031,19940202413903,889.63,5,3,0,0
1994,49,3,,19940202413900,1,,1087.9,4,,199402024139041,19940202413904,929.89,3,3,0,0
1994,50,3,,19940202413800,1,,938.88,1,,199402024138011,19940202413801,938.88,50,1,12,2
1994,50,3,,19940202413800,1,,938.88,2,,199402024138021,19940202413802,938.88,45,1,12,2
1994,54,3,,19940202414700,1,,938.88,1,,199402024147011,19940202414701,938.88,48,1,10,2
1994,54,3,,19940202414700,1,,938.88,2,,199402024147021,19940202414702,938.88,45,1,10,2
1994,54,3,,19940202414700,1,,938.88,3,,199402024147031,19940202414703,1268.57,25,1,10,2
1994,55,3,,19940202415400,1,,954.4,1,,199402024154011,19940202415401,954.4,40,1,10,2
1994,55,3,,19940202415400,1,,954.4,2,,199402024154021,19940202415402,954.4,38,1,10,2
1994,55,3,,19940202415400,1,,954.4,3,,199402024154031,19940202415403,893.66,14,3,0,0
1994,55,3,,19940202415400,1,,954.4,4,,199402024154041,19940202415404,925.67,11,3,0,0
1994,55,3,,19940202415400,1,,954.4,5,,199402024154051,19940202415405,787.28,9,3,0,0
1994,56,3,,19940302413700,1,,886.86,1,,199403024137011,19940302413701,886.86,46,1,10,2
1994,56,3,,19940302413700,1,,886.86,2,,199403024137021,19940302413702,893.66,14,3,0,0
1994,58,3,,19940302413600,1,,943.82,1,,199403024136011,19940302413601,943.82,33,1,10,2
1994,58,3,,19940302413600,1,,943.82,2,,199403024136021,19940302413602,943.82,25,1,30,1
1994,58,3,,19940302413600,1,,943.82,3,,199403024136031,19940302413603,951.53,5,3,0,0
1994,58,3,,19940302413600,1,,943.82,4,,199403024136041,19940302413604,876.56,4,3,0,0
1994,58,3,,19940302413600,1,,943.82,5,,199403024136051,19940302413605,982.13,2,3,0,0
1994,60,3,,19940202414900,1,,911.11,1,,199402024149011,19940202414901,911.11,89,1,30,1
1994,60,3,,19940202414900,1,,911.11,2,,199402024149021,19940202414902,911.11,83,1,30,1
1994,61,3,,19940202414800,1,,989.54,1,,199402024148011,19940202414801,989.54,32,1,10,2
1994,61,3,,19940202414800,1,,989.54,2,,199402024148021,19940202414802,989.54,30,1,10,2
1994,62,3,,19940302418300,1,,864.07,1,,199403024183011,19940302418301,864.07,23,1,30,1
1994,62,3,,19940302418300,1,,864.07,2,,199403024183021,19940302418302,1104.58,4,3,0,0
1994,62,3,,19940302418300,1,,864.07,3,,199403024183031,19940302418303,791.06,3,3,0,0
1994,62,3,,19940302418300,1,,864.07,4,,199403024183041,19940302418304,1137.33,1,3,0,0
1994,63,3,,19930105177700,1,,843.45,1,,199301051777011,19930105177701,843.45,26,1,30,1
1994,63,3,,19930105177700,1,,843.45,2,,199301051777041,19930105177704,765.86,0,3,0,0
1994,63,3,,19930105177700,1,,843.45,3,,199301051777031,19930105177703,1072.82,32,1,10,2
1994,64,3,,19930101636800,1,,581.08,1,,199301016368011,19930101636801,581.08,62,1,10,2
1994,65,3,,19930402589900,1,,835.35,1,,199304025899011,19930402589901,835.35,27,1,21,2
1994,65,3,,19930402589900,1,,835.35,2,,199304025899021,19930402589902,732.06,8,3,0,0
1994,66,3,,19940102408600,1,,873.57,1,,199401024086012,19940102408601,873.57,33,1,10,2
1994,66,3,,19940102408600,1,,873.57,2,,199401024086021,19940102408602,901.82,22,1,30,1
1994,67,3,,19940102408500,1,,864.07,1,,199401024085011,19940102408501,864.07,24,1,30,1
1994,67,3,,19940102408500,1,,864.07,2,,199401024085021,19940102408502,864.07,22,1,30,1
1994,67,3,,19940102408500,1,,864.07,3,,199401024085031,19940102408503,925.38,0,3,0,0
1994,68,3,,19930103199900,1,,800.86,1,,199301031999011,19930103199901,800.86,28,1,10,2
1994,68,3,,19930103199900,1,,800.86,2,,199301031999051,19930103199905,883.23,28,1,10,2
1994,68,3,,19930103199900,1,,800.86,3,,199301031999031,19930103199903,851.86,23,1,10,2
1994,70,3,,19930100426600,1,,789.26,1,,199301004266011,19930100426601,789.26,48,1,10,2
1994,70,3,,19930100426600,1,,789.26,2,,199301004266021,19930100426602,789.26,47,1,30,1
1994,70,3,,19930100426600,1,,789.26,3,,199301004266031,19930100426603,864.07,23,1,12,2
1994,70,3,,19930100426600,1,,789.26,4,,199301004266041,19930100426604,864.07,21,1,12,2
1994,70,3,,19930100426600,1,,789.26,5,,199301004266051,19930100426605,901.82,20,1,12,2
1994,71,3,,19930104451200,1,,784.07,1,,199301044512011,19930104451201,784.07,53,1,10,2
1994,71,3,,19930104451200,1,,784.07,2,,199301044512021,19930104451202,784.07,52,1,10,2
1994,71,3,,19930104451200,1,,784.07,3,,199301044512031,19930104451203,864.07,24,1,10,2
1994,72,3,,19930106721700,1,,784.07,1,,199301067217011,19930106721701,784.07,52,1,10,2
1994,72,3,,19930106721700,1,,784.07,2,,199301067217021,19930106721702,784.07,51,1,10,2
1994,73,3,,19930100383900,1,,725.52,1,,199301003839011,19930100383901,725.52,43,1,10,2
1994,73,3,,19930100383900,1,,725.52,2,,199301003839021,19930100383902,847.06,13,3,0,0
1994,73,3,,19930100383900,1,,725.52,3,,199301003839031,19930100383903,732.06,8,3,0,0
1994,73,3,,19930100383900,1,,725.52,4,,199301003839041,19930100383904,865.77,7,3,0,0
1994,73,3,,19930100383900,1,,725.52,5,,199301003839051,19930100383905,835.35,28,1,30,1
1994,75,3,,19930106660800,1,,810.83,1,,199301066608011,19930106660801,810.83,39,1,10,2
1994,75,3,,19930106660800,1,,810.83,2,,199301066608021,19930106660802,828.56,17,1,30,1
1994,75,3,,19930106660800,1,,810.83,3,,199301066608031,19930106660803,797.03,13,3,0,0
1994,75,3,,19930106660800,1,,810.83,4,,199301066608041,19930106660804,1062.76,37,1,10,2
1994,76,3,,19940102402500,1,,1009.08,1,,199401024025011,19940102402501,1009.08,48,1,10,2
1994,76,3,,19940102402500,1,,1009.08,2,,199401024025021,19940102402502,1125.0,20,1,30,1
1994,77,3,,19940102402800,1,,1009.08,1,,199401024028011,19940102402801,1009.08,47,1,10,2
1994,77,3,,19940102402800,1,,1009.08,2,,199401024028021,19940102402802,1009.08,46,1,10,2
1994,77,3,,19940102402800,1,,1009.08,3,,199401024028031,19940102402803,852.43,13,3,0,0
1994,77,3,,19940102402800,1,,1009.08,4,,199401024028041,19940102402804,831.96,2,3,0,0
1994,78,3,,19940102402700,1,,1052.78,1,,199401024027011,19940102402701,1052.78,45,1,10,2
1994,78,3,,19940102402700,1,,1052.78,2,,199401024027021,19940102402702,1052.78,39,1,10,2
1994,78,3,,19940102402700,1,,1052.78,3,,199401024027031,19940102402703,1263.94,20,1,10,2
1994,78,3,,19940102402700,1,,1052.78,4,,199401024027041,19940102402704,1143.02,18,1,10,2
1994,79,3,,19940102402600,1,,1007.47,1,,199401024026011,19940102402601,1007.47,80,1,30,1
1994,79,3,,19940102402600,1,,1007.47,2,,199401024026021,19940102402602,1007.47,77,1,30,1
1994,81,3,,19940102402000,1,,1187.65,1,,199401024020011,19940102402001,1187.65,45,1,10,2
1994,81,3,,19940102402000,1,,1187.65,2,,199401024020021,19940102402002,1187.65,43,1,30,1
1994,81,3,,19940102402000,1,,1187.65,3,,199401024020031,19940102402003,867.3,6,3,0,0
1994,82,3,,19940102402400,1,,1130.23,1,,199401024024011,19940102402401,1130.23,25,1,10,2
1994,82,3,,19940102402400,1,,1130.23,2,,199401024024021,19940102402402,880.03,3,3,0,0
1994,83,3,,19940102402200,1,,1090.28,1,,199401024022011,19940102402201,1090.28,81,1,30,1
1994,85,3,,19940102406800,1,,804.31,1,,199401024068011,19940102406801,804.31,22,1,10,2
1994,86,3,,19921205171300,1,,651.39,1,,199212051713012,19921205171301,651.39,38,1,10,2
1994,87,3,,19930301645300,1,,687.77,1,,199303016453011,19930301645301,687.77,25,1,10,2
1994,87,3,,19930301645300,1,,687.77,2,,199303016453021,19930301645302,687.77,26,1,10,2
1994,90,3,,19921202488300,1,,638.78,1,,199212024883011,19921202488301,638.78,76,1,10,2
1994,90,3,,19921202488300,1,,638.78,2,,199212024883021,19921202488302,627.67,47,1,10,2
1994,90,3,,19921202488300,1,,638.78,3,,199212024883031,19921202488303,773.83,15,1,10,2
1994,91,3,,19921200777600,1,,640.8,1,,199212007776012,19921200777601,640.8,40,1,10,2
1994,93,3,,19921202570100,1,,777.16,1,,199212025701011,19921202570101,777.16,68,1,10,2
1994,94,3,,19921205140300,1,,699.73,1,,199212051403011,19921205140301,699.73,40,1,21,2
1994,94,3,,19921205140300,1,,699.73,2,,199212051403021,19921205140302,918.99,24,1,10,2
1994,95,3,,19921204037700,1,,664.49,1,,199212040377011,19921204037701,664.49,56,1,30,1
1994,95,3,,19921204037700,1,,664.49,2,,199212040377022,19921204037702,664.49,45,1,10,2
1994,95,3,,19921204037700,1,,664.49,3,,199212040377031,19921204037703,733.56,18,1,30,1
1994,95,3,,19921204037700,1,,664.49,4,,199212040377042,19921204037704,848.71,16,1,30,1
1994,97,3,,19921203925900,1,,664.49,1,,199212039259011,19921203925901,664.49,46,1,10,2
1994,97,3,,19921203925900,1,,664.49,2,,199212039259021,19921203925902,832.0,12,3,0,0
1994,98,3,,19921205931600,1,,664.49,1,,199212059316011,19921205931601,664.49,52,1,10,2
1994,98,3,,19921205931600,1,,664.49,2,,199212059316021,19921205931602,664.49,48,1,10,2
1994,98,3,,19921205931600,1,,664.49,3,,199212059316031,19921205931603,918.99,21,1,12,2
1994,99,3,,19931202441900,1,,669.96,1,,199312024419011,19931202441901,669.96,39,1,10,2
1994,99,3,,19931202441900,1,,669.96,2,,199312024419021,19931202441902,669.96,37,1,30,1
1994,99,3,,19931202441900,1,,669.96,3,,199312024419031,19931202441903,988.31,11,3,0,0
1994,99,3,,19931202441900,1,,669.96,4,,199312024419041,19931202441904,856.72,8,3,0,0
1994,100,3,,19931204003200,1,,707.9,1,,199312040032011,19931204003201,707.9,41,1,10,2
1994,100,3,,19931204003200,1,,707.9,2,,199312040032021,19931204003202,934.4,12,3,0,0
1994,100,3,,19931204003200,1,,707.9,3,,199312040032031,19931204003203,988.31,11,3,0,0
1994,101,3,,19931200777700,1,,659.74,1,,199312007777011,19931200777701,659.74,46,1,10,2
1994,101,3,,19931200777700,1,,659.74,2,,199312007777021,19931200777702,659.74,45,1,10,2
1994,102,3,,19931202492700,1,,334.98,1,,199312024927011,19931202492701,334.98,39,1,10,2
1994,102,3,,19931202492700,1,,334.98,2,,199312024927021,19931202492702,334.98,40,1,10,2
1994,102,3,,19931202492700,1,,334.98,3,,199312024927031,19931202492703,448.9,13,3,0,0
1994,102,3,,19931202492700,1,,334.98,4,,199312024927041,19931202492704,487.62,4,3,0,0
1994,103,3,,19931203196500,1,,574.3,1,,199312031965011,19931203196501,574.3,70,1,30,1
1994,103,3,,19931203196500,1,,574.3,2,,199312031965021,19931203196502,574.3,68,1,30,1
1994,105,3,,19931206332800,1,,659.74,1,,199312063328011,19931206332801,659.74,48,1,10,2
1994,105,3,,19931206332800,1,,659.74,2,,199312063328021,19931206332802,659.74,46,1,10,2
1994,105,3,,19931206332800,1,,659.74,3,,199312063328031,19931206332803,676.79,16,1,30,1
1994,106,3,,19931200060500,1,,591.17,1,,199312000605011,19931200060501,591.17,83,1,30,1
1994,107,3,,19931201775700,1,,591.17,1,,199312017757011,19931201775701,591.17,80,1,30,1
1994,107,3,,19931201775700,1,,591.17,2,,199312017757021,19931201775702,591.17,75,1,30,1
1994,108,3,,19931205700000,1,,669.96,1,,199312057000012,19931205700001,669.96,38,1,10,2
1994,108,3,,19931205700000,1,,669.96,2,,199312057000022,19931205700002,696.81,38,1,10,2
1994,108,3,,19931205700000,1,,669.96,3,,199312057000032,19931205700003,723.54,16,1,30,1
1994,109,3,,19931205159400,1,,541.82,1,,199312051594011,19931205159401,541.82,57,1,10,2
1994,109,3,,19931205159400,1,,541.82,2,,199312051594021,19931205159402,541.82,53,1,10,2
1994,110,3,,19931201630500,1,,668.67,1,,199312016305011,19931201630501,668.67,41,1,10,2
1994,110,3,,19931201630500,1,,668.67,2,,199312016305021,19931201630502,933.54,11,3,0,0
1994,111,3,,19930302744900,1,,1016.08,1,,199303027449011,19930302744901,1016.08,21,1,10,2
1994,111,3,,19930302744900,1,,1016.08,2,,199303027449021,19930302744902,978.71,21,1,10,2
1994,111,3,,19930302744900,1,,1016.08,3,,199303027449031,19930302744903,1096.62,21,1,10,2
1994,112,3,,19930305471100,1,,915.6,1,,199303054711011,19930305471101,915.6,27,1,10,2
1994,113,3,,19940302421600,1,,783.82,1,,199403024216011,19940302421601,783.82,40,1,10,2
1994,113,3,,19940302421600,1,,783.82,2,,199403024216021,19940302421602,783.82,50,1,30,1
1994,114,3,,19940302421500,1,,978.71,1,,199403024215011,19940302421501,978.71,24,1,30,1
1994,114,3,,19940302421500,1,,978.71,2,,199403024215021,19940302421502,978.71,24,1,10,2
1994,115,3,,19930304051200,1,,489.35,1,,199303040512011,19930304051201,489.35,22,1,30,1
1994,115,3,,19930304051200,1,,489.35,2,,199303040512021,19930304051202,956.26,35,1,10,2
1994,117,3,,19930306495300,1,,838.63,1,,199303064953011,19930306495301,838.63,79,1,30,1
1994,117,3,,19930306495300,1,,838.63,2,,199303064953021,19930306495302,838.63,80,1,30,1
1994,118,3,,19930306149100,1,,829.8,1,,199303061491011,19930306149101,829.8,51,1,10,2
1994,118,3,,19930306149100,1,,829.8,2,,199303061491021,19930306149102,829.8,50,1,10,2
1994,119,3,,19930304363500,1,,917.0,1,,199303043635011,19930304363501,917.0,42,1,10,2
1994,119,3,,19930304363500,1,,917.0,2,,199303043635021,19930304363502,917.0,37,1,10,2
1994,119,3,,19930304363500,1,,917.0,3,,199303043635031,19930304363503,931.85,9,3,0,0
1994,119,3,,19930304363500,1,,917.0,4,,199303043635041,19930304363504,838.31,6,3,0,0
1994,125,3,,19940302368800,1,,847.74,1,,199403023688011,19940302368801,847.74,45,1,10,2
1994,125,3,,19940302368800,1,,847.74,2,,199403023688021,19940302368802,847.74,46,1,10,2
1994,125,3,,19940302368800,1,,847.74,3,,199403023688031,19940302368803,1040.56,20,1,30,1
1994,125,3,,19940302368800,1,,847.74,4,,199403023688041,19940302368804,882.25,17,1,30,1
1994,126,3,,19940302378600,1,,774.53,1,,199403023786011,19940302378601,774.53,60,1,30,1
1994,126,3,,19940302378600,1,,774.53,2,,199403023786021,19940302378602,896.74,25,1,21,2
1994,131,3,,19940302351300,1,,853.24,1,,199403023513011,19940302351301,853.24,44,1,10,2
1994,131,3,,19940302351300,1,,853.24,2,,199403023513021,19940302351302,853.24,45,1,30,1
1994,131,3,,19940302351300,1,,853.24,3,,199403023513031,19940302351303,857.86,4,3,0,0
1994,132,3,,19940302351200,1,,870.07,1,,199403023512011,19940302351201,870.07,78,1,30,1
1994,132,3,,19940302351200,1,,870.07,2,,199403023512021,19940302351202,870.07,78,1,30,1
1994,133,3,,19940302351100,1,,774.53,1,,199403023511011,19940302351101,774.53,60,1,30,1
1994,133,3,,19940302351100,1,,774.53,2,,199403023511021,19940302351102,1452.48,42,1,10,2
1994,134,3,,19940302351000,1,,979.13,1,,199403023510011,19940302351001,979.13,68,1,30,1
1994,134,3,,19940302351000,1,,979.13,2,,199403023510021,19940302351002,979.13,73,1,10,2
1994,142,3,,19940302381700,1,,853.24,1,,199403023817011,19940302381701,853.24,50,1,10,2
1994,142,3,,19940302381700,1,,853.24,2,,199403023817021,19940302381702,853.24,46,1,30,1
1994,143,3,,19940302381600,1,,774.53,1,,199403023816011,19940302381601,774.53,63,1,30,1
1994,143,3,,19940302381600,1,,774.53,2,,199403023816021,19940302381602,774.53,61,1,30,1
1994,143,3,,19940302381600,1,,774.53,3,,199403023816031,19940302381603,1062.64,28,1,10,2
1994,145,3,,19940302381400,1,,841.56,1,,199403023814011,19940302381401,841.56,51,1,10,2
1994,145,3,,19940302381400,1,,841.56,2,,199403023814021,19940302381402,841.56,42,1,10,2
1994,145,3,,19940302381400,1,,841.56,3,,199403023814031,19940302381403,1074.23,18,1,10,2
1994,146,3,,19940302390900,1,,898.4,1,,199403023909011,19940302390901,898.4,24,1,30,1
1994,146,3,,19940302390900,1,,898.4,2,,199403023909021,19940302390902,898.4,46,1,30,1
1994,146,3,,19940302390900,1,,898.4,3,,199403023909031,19940302390903,1617.2,63,1,30,1
1994,147,3,,19940302390800,1,,898.4,1,,199403023908011,19940302390801,898.4,24,1,10,2
1994,147,3,,19940302390800,1,,898.4,2,,199403023908021,19940302390802,898.4,23,1,10,2
1994,147,3,,19940302390800,1,,898.4,3,,199403023908031,19940302390803,979.15,2,3,0,0
1994,147,3,,19940302390800,1,,898.4,4,,199403023908041,19940302390804,934.21,0,3,0,0
1994,148,3,,19940302390700,1,,849.86,1,,199403023907011,19940302390701,849.86,36,1,10,2
1994,148,3,,19940302390700,1,,849.86,2,,199403023907021,19940302390702,849.86,39,1,10,2
1994,148,3,,19940302390700,1,,849.86,3,,199403023907031,19940302390703,893.97,14,3,0,0
1994,148,3,,19940302390700,1,,849.86,4,,199403023907041,19940302390704,878.36,12,3,0,0
1994,151,3,,19940302390400,1,,893.24,1,,199403023904011,19940302390401,893.24,34,1,10,2
1994,151,3,,19940302390400,1,,893.24,2,,199403023904021,19940302390402,893.24,31,1,30,1
1994,151,3,,19940302390400,1,,893.24,3,,199403023904031,19940302390403,884.07,12,3,0,0
1994,151,3,,19940302390400,1,,893.24,4,,199403023904041,19940302390404,844.75,10,3,0,0
1994,151,3,,19940302390400,1,,893.24,5,,199403023904051,19940302390405,825.6,7,3,0,0
1994,152,3,,19940302390300,1,,823.8,1,,199403023903011,19940302390301,823.8,64,1,30,1
1994,153,3,,19940302390200,1,,841.56,1,,199403023902011,19940302390201,841.56,56,1,30,1
1994,153,3,,19940302390200,1,,841.56,2,,199403023902021,19940302390202,841.56,40,1,10,2
1994,153,3,,19940302390200,1,,841.56,3,,199403023902031,19940302390203,1326.12,19,1,10,2
1994,153,3,,19940302390200,1,,841.56,4,,199403023902041,19940302390204,1074.23,18,1,30,1
1994,153,3,,19940302390200,1,,841.56,5,,199403023902051,19940302390205,805.52,16,1,10,2
1994,155,3,,19940302355600,1,,893.24,1,,199403023556011,19940302355601,893.24,40,1,21,2
1994,155,3,,19940302355600,1,,893.24,2,,199403023556021,19940302355602,893.24,34,1,10,2
1994,156,3,,19940302355500,1,,855.39,1,,199403023555011,19940302355501,855.39,49,1,30,1
1994,156,3,,19940302355500,1,,855.39,2,,199403023555021,19940302355502,855.39,39,1,10,2
1994,156,3,,19940302355500,1,,855.39,3,,199403023555031,19940302355503,1326.12,19,1,30,1
1994,156,3,,19940302355500,1,,855.39,4,,199403023555041,19940302355504,868.1,16,1,30,1
1994,158,3,,19940302355300,1,,963.53,1,,199403023553011,19940302355301,963.53,29,1,10,2
1994,158,3,,19940302355300,1,,963.53,2,,199403023553021,19940302355302,870.07,80,1,30,1
1994,158,3,,19940302355300,1,,963.53,3,,199403023553031,19940302355303,870.07,81,1,30,1
1994,158,3,,19940302355300,1,,963.53,4,,199403023553041,19940302355304,841.56,43,1,10,2
1994,161,3,,19940302361900,1,,774.53,1,,199403023619011,19940302361901,774.53,68,1,30,1
1994,161,3,,19940302361900,1,,774.53,2,,199403023619021,19940302361902,774.53,62,1,30,1
1994,162,3,,19940302361800,1,,853.24,1,,199403023618011,19940302361801,853.24,45,1,10,2
